"Census Tract 38.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,229"
"Census Tract 39.06, Fayette County, Kentucky!!Number!!Estimate",,"1,793"
"Census Tract 39.06, Fayette County, Kentucky!!Number!!Margin of Error",,±46
"Census Tract 39.06, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,793"
"Census Tract 39.06, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±46
"Census Tract 39.06, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"102,957"
"Census Tract 39.06, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,835"
"Census Tract 39.08, Fayette County, Kentucky!!Number!!Estimate",,"2,734"
"Census Tract 39.08, Fayette County, Kentucky!!Number!!Margin of Error",,±118
"Census Tract 39.08, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,734"
"Census Tract 39.08, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±118
"Census Tract 39.08, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"86,903"
"Census Tract 39.08, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±11,795"
"Census Tract 39.09, Fayette County, Kentucky!!Number!!Estimate",,"1,247"
"Census Tract 39.09, Fayette County, Kentucky!!Number!!Margin of Error",,±101
"Census Tract 39.09, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,247"
"Census Tract 39.09, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±101
"Census Tract 39.09, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"53,750"
"Census Tract 39.09, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±14,549"
"Census Tract 39.10, Fayette County, Kentucky!!Number!!Estimate",,"1,017"
"Census Tract 39.10, Fayette County, Kentucky!!Number!!Margin of Error",,±86
"Census Tract 39.10, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,017"
"Census Tract 39.10, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±86
"Census Tract 39.10, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"43,865"
"Census Tract 39.10, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,824"
"Census Tract 39.11, Fayette County, Kentucky!!Number!!Estimate",,"1,876"
"Census Tract 39.11, Fayette County, Kentucky!!Number!!Margin of Error",,±98
"Census Tract 39.11, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,876"
"Census Tract 39.11, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±98
"Census Tract 39.11, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"38,953"
"Census Tract 39.11, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±5,855"
"Census Tract 39.12, Fayette County, Kentucky!!Number!!Estimate",,"2,173"
"Census Tract 39.12, Fayette County, Kentucky!!Number!!Margin of Error",,±174
"Census Tract 39.12, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,173"
"Census Tract 39.12, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±174
"Census Tract 39.12, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"52,429"
"Census Tract 39.12, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±15,507"
"Census Tract 39.13, Fayette County, Kentucky!!Number!!Estimate",,"2,895"
"Census Tract 39.13, Fayette County, Kentucky!!Number!!Margin of Error",,±115
"Census Tract 39.13, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,895"
"Census Tract 39.13, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±115
"Census Tract 39.13, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"109,490"
"Census Tract 39.13, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±15,522"
"Census Tract 39.14, Fayette County, Kentucky!!Number!!Estimate",,870
"Census Tract 39.14, Fayette County, Kentucky!!Number!!Margin of Error",,±60
"Census Tract 39.14, Fayette County, Kentucky!!Percent Distribution!!Estimate",,870
"Census Tract 39.14, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±60
"Census Tract 39.14, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"84,167"
"Census Tract 39.14, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±15,430"
"Census Tract 39.15, Fayette County, Kentucky!!Number!!Estimate",,"1,550"
"Census Tract 39.15, Fayette County, Kentucky!!Number!!Margin of Error",,±75
"Census Tract 39.15, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,550"
"Census Tract 39.15, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±75
"Census Tract 39.15, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"118,750"
"Census Tract 39.15, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±19,900"
"Census Tract 39.16, Fayette County, Kentucky!!Number!!Estimate",,228
"Census Tract 39.16, Fayette County, Kentucky!!Number!!Margin of Error",,±32
"Census Tract 39.16, Fayette County, Kentucky!!Percent Distribution!!Estimate",,228
"Census Tract 39.16, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±32
"Census Tract 39.16, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"134,375"
"Census Tract 39.16, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±35,459"
"Census Tract 39.17, Fayette County, Kentucky!!Number!!Estimate",,577
"Census Tract 39.17, Fayette County, Kentucky!!Number!!Margin of Error",,±33
"Census Tract 39.17, Fayette County, Kentucky!!Percent Distribution!!Estimate",,577
"Census Tract 39.17, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±33
"Census Tract 39.17, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"62,153"
"Census Tract 39.17, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±21,632"
"Census Tract 39.18, Fayette County, Kentucky!!Number!!Estimate",,"1,101"
"Census Tract 39.18, Fayette County, Kentucky!!Number!!Margin of Error",,±90
"Census Tract 39.18, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,101"
"Census Tract 39.18, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±90
"Census Tract 39.18, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"87,656"
"Census Tract 39.18, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±14,940"
"Census Tract 40.01, Fayette County, Kentucky!!Number!!Estimate",,"2,871"
"Census Tract 40.01, Fayette County, Kentucky!!Number!!Margin of Error",,±196
"Census Tract 40.01, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,871"
"Census Tract 40.01, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±196
"Census Tract 40.01, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"43,878"
"Census Tract 40.01, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±9,520"
"Census Tract 40.03, Fayette County, Kentucky!!Number!!Estimate",,"2,698"
"Census Tract 40.03, Fayette County, Kentucky!!Number!!Margin of Error",,±181
"Census Tract 40.03, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,698"
"Census Tract 40.03, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±181
"Census Tract 40.03, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"62,449"
"Census Tract 40.03, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±9,750"
"Census Tract 40.05, Fayette County, Kentucky!!Number!!Estimate",,693
"Census Tract 40.05, Fayette County, Kentucky!!Number!!Margin of Error",,±39
"Census Tract 40.05, Fayette County, Kentucky!!Percent Distribution!!Estimate",,693
"Census Tract 40.05, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±39
"Census Tract 40.05, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"128,250"
"Census Tract 40.05, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±16,486"
"Census Tract 40.06, Fayette County, Kentucky!!Number!!Estimate",,403
"Census Tract 40.06, Fayette County, Kentucky!!Number!!Margin of Error",,±26
"Census Tract 40.06, Fayette County, Kentucky!!Percent Distribution!!Estimate",,403
"Census Tract 40.06, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±26
"Census Tract 40.06, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"228,125"
"Census Tract 40.06, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±47,933"
"Census Tract 40.07, Fayette County, Kentucky!!Number!!Estimate",,696
"Census Tract 40.07, Fayette County, Kentucky!!Number!!Margin of Error",,±51
"Census Tract 40.07, Fayette County, Kentucky!!Percent Distribution!!Estimate",,696
"Census Tract 40.07, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±51
"Census Tract 40.07, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"81,250"
"Census Tract 40.07, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±17,523"
"Census Tract 41.03, Fayette County, Kentucky!!Number!!Estimate",,769
"Census Tract 41.03, Fayette County, Kentucky!!Number!!Margin of Error",,±109
"Census Tract 41.03, Fayette County, Kentucky!!Percent Distribution!!Estimate",,769
"Census Tract 41.03, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±109
"Census Tract 41.03, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"68,125"
"Census Tract 41.03, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±14,893"
"Census Tract 41.04, Fayette County, Kentucky!!Number!!Estimate",,"2,008"
"Census Tract 41.04, Fayette County, Kentucky!!Number!!Margin of Error",,±88
"Census Tract 41.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,008"
"Census Tract 41.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±88
"Census Tract 41.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"41,250"
"Census Tract 41.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±6,823"
"Census Tract 41.05, Fayette County, Kentucky!!Number!!Estimate",,"2,062"
"Census Tract 41.05, Fayette County, Kentucky!!Number!!Margin of Error",,±106
"Census Tract 41.05, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,062"
"Census Tract 41.05, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±106
"Census Tract 41.05, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"80,635"
"Census Tract 41.05, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±11,098"
"Census Tract 41.06, Fayette County, Kentucky!!Number!!Estimate",,"1,570"
"Census Tract 41.06, Fayette County, Kentucky!!Number!!Margin of Error",,±42
"Census Tract 41.06, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,570"
"Census Tract 41.06, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±42
"Census Tract 41.06, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"103,871"
"Census Tract 41.06, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±14,885"
"Census Tract 41.07, Fayette County, Kentucky!!Number!!Estimate",,"2,060"
"Census Tract 41.07, Fayette County, Kentucky!!Number!!Margin of Error",,±78
"Census Tract 41.07, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,060"
"Census Tract 41.07, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±78
"Census Tract 41.07, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"93,438"
"Census Tract 41.07, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,796"
"Census Tract 42.04, Fayette County, Kentucky!!Number!!Estimate",,"2,355"
"Census Tract 42.04, Fayette County, Kentucky!!Number!!Margin of Error",,±121
"Census Tract 42.04, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,355"
"Census Tract 42.04, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±121
"Census Tract 42.04, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"63,836"
"Census Tract 42.04, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±8,730"
"Census Tract 42.05, Fayette County, Kentucky!!Number!!Estimate",,"2,629"
"Census Tract 42.05, Fayette County, Kentucky!!Number!!Margin of Error",,±38
"Census Tract 42.05, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,629"
"Census Tract 42.05, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±38
"Census Tract 42.05, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"97,410"
"Census Tract 42.05, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±14,530"
"Census Tract 42.07, Fayette County, Kentucky!!Number!!Estimate",,"1,485"
"Census Tract 42.07, Fayette County, Kentucky!!Number!!Margin of Error",,±63
"Census Tract 42.07, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,485"
"Census Tract 42.07, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±63
"Census Tract 42.07, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"127,798"
"Census Tract 42.07, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±21,018"
"Census Tract 42.08, Fayette County, Kentucky!!Number!!Estimate",,"2,677"
"Census Tract 42.08, Fayette County, Kentucky!!Number!!Margin of Error",,±153
"Census Tract 42.08, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"2,677"
"Census Tract 42.08, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±153
"Census Tract 42.08, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"102,478"
"Census Tract 42.08, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±11,719"
"Census Tract 42.09, Fayette County, Kentucky!!Number!!Estimate",,"1,617"
"Census Tract 42.09, Fayette County, Kentucky!!Number!!Margin of Error",,±69
"Census Tract 42.09, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,617"
"Census Tract 42.09, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±69
"Census Tract 42.09, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"82,902"
"Census Tract 42.09, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±5,075"
"Census Tract 42.10, Fayette County, Kentucky!!Number!!Estimate",,"1,995"
"Census Tract 42.10, Fayette County, Kentucky!!Number!!Margin of Error",,±98
"Census Tract 42.10, Fayette County, Kentucky!!Percent Distribution!!Estimate",,"1,995"
"Census Tract 42.10, Fayette County, Kentucky!!Percent Distribution!!Margin of Error",,±98
"Census Tract 42.10, Fayette County, Kentucky!!Median income (dollars)!!Estimate",,"74,770"
"Census Tract 42.10, Fayette County, Kentucky!!Median income (dollars)!!Margin of Error",,"±7,931"
