Census Tract 39.08; Fayette County; Kentucky!!Number!!Margin of Error,,±278
Census Tract 39.08; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"3,232"
Census Tract 39.08; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±278
Census Tract 39.08; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"95,045"
Census Tract 39.08; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±28,192"
Census Tract 39.09; Fayette County; Kentucky!!Number!!Estimate,,"1,276"
Census Tract 39.09; Fayette County; Kentucky!!Number!!Margin of Error,,±127
Census Tract 39.09; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,276"
Census Tract 39.09; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±127
Census Tract 39.09; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"67,254"
Census Tract 39.09; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±9,272"
Census Tract 39.10; Fayette County; Kentucky!!Number!!Estimate,,"1,004"
Census Tract 39.10; Fayette County; Kentucky!!Number!!Margin of Error,,±198
Census Tract 39.10; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,004"
Census Tract 39.10; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±198
Census Tract 39.10; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"55,321"
Census Tract 39.10; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±11,750"
Census Tract 39.11; Fayette County; Kentucky!!Number!!Estimate,,"1,829"
Census Tract 39.11; Fayette County; Kentucky!!Number!!Margin of Error,,±190
Census Tract 39.11; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,829"
Census Tract 39.11; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±190
Census Tract 39.11; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"46,090"
Census Tract 39.11; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±9,816"
Census Tract 39.12; Fayette County; Kentucky!!Number!!Estimate,,"2,040"
Census Tract 39.12; Fayette County; Kentucky!!Number!!Margin of Error,,±283
Census Tract 39.12; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,040"
Census Tract 39.12; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±283
Census Tract 39.12; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"77,537"
Census Tract 39.12; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±15,767"
Census Tract 39.13; Fayette County; Kentucky!!Number!!Estimate,,"2,943"
Census Tract 39.13; Fayette County; Kentucky!!Number!!Margin of Error,,±217
Census Tract 39.13; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,943"
Census Tract 39.13; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±217
Census Tract 39.13; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"140,755"
Census Tract 39.13; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±20,238"
Census Tract 39.14; Fayette County; Kentucky!!Number!!Estimate,,999
Census Tract 39.14; Fayette County; Kentucky!!Number!!Margin of Error,,±133
Census Tract 39.14; Fayette County; Kentucky!!Percent Distribution!!Estimate,,999
Census Tract 39.14; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±133
Census Tract 39.14; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"72,938"
Census Tract 39.14; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±22,739"
Census Tract 39.15; Fayette County; Kentucky!!Number!!Estimate,,"1,783"
Census Tract 39.15; Fayette County; Kentucky!!Number!!Margin of Error,,±161
Census Tract 39.15; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,783"
Census Tract 39.15; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±161
Census Tract 39.15; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"126,806"
Census Tract 39.15; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±19,204"
Census Tract 39.16; Fayette County; Kentucky!!Number!!Estimate,,227
Census Tract 39.16; Fayette County; Kentucky!!Number!!Margin of Error,,±47
Census Tract 39.16; Fayette County; Kentucky!!Percent Distribution!!Estimate,,227
Census Tract 39.16; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±47
Census Tract 39.16; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"167,750"
Census Tract 39.16; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±49,879"
Census Tract 39.17; Fayette County; Kentucky!!Number!!Estimate,,839
Census Tract 39.17; Fayette County; Kentucky!!Number!!Margin of Error,,±110
Census Tract 39.17; Fayette County; Kentucky!!Percent Distribution!!Estimate,,839
Census Tract 39.17; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±110
Census Tract 39.17; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"84,013"
Census Tract 39.17; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±17,529"
Census Tract 39.18; Fayette County; Kentucky!!Number!!Estimate,,"1,283"
Census Tract 39.18; Fayette County; Kentucky!!Number!!Margin of Error,,±241
Census Tract 39.18; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,283"
Census Tract 39.18; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±241
Census Tract 39.18; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"84,957"
Census Tract 39.18; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±24,284"
Census Tract 40.01; Fayette County; Kentucky!!Number!!Estimate,,"2,920"
Census Tract 40.01; Fayette County; Kentucky!!Number!!Margin of Error,,±204
Census Tract 40.01; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,920"
Census Tract 40.01; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±204
Census Tract 40.01; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"54,697"
Census Tract 40.01; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±7,911"
Census Tract 40.03; Fayette County; Kentucky!!Number!!Estimate,,"2,726"
Census Tract 40.03; Fayette County; Kentucky!!Number!!Margin of Error,,±292
Census Tract 40.03; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,726"
Census Tract 40.03; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±292
Census Tract 40.03; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"52,763"
Census Tract 40.03; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±12,012"
Census Tract 40.05; Fayette County; Kentucky!!Number!!Estimate,,599
Census Tract 40.05; Fayette County; Kentucky!!Number!!Margin of Error,,±66
Census Tract 40.05; Fayette County; Kentucky!!Percent Distribution!!Estimate,,599
Census Tract 40.05; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±66
Census Tract 40.05; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"122,344"
Census Tract 40.05; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±24,851"
Census Tract 40.06; Fayette County; Kentucky!!Number!!Estimate,,507
Census Tract 40.06; Fayette County; Kentucky!!Number!!Margin of Error,,±59
Census Tract 40.06; Fayette County; Kentucky!!Percent Distribution!!Estimate,,507
Census Tract 40.06; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±59
Census Tract 40.06; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"216,607"
Census Tract 40.06; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±46,564"
Census Tract 40.07; Fayette County; Kentucky!!Number!!Estimate,,716
Census Tract 40.07; Fayette County; Kentucky!!Number!!Margin of Error,,±108
Census Tract 40.07; Fayette County; Kentucky!!Percent Distribution!!Estimate,,716
Census Tract 40.07; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±108
Census Tract 40.07; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"105,833"
Census Tract 40.07; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±23,929"
Census Tract 41.03; Fayette County; Kentucky!!Number!!Estimate,,"1,128"
Census Tract 41.03; Fayette County; Kentucky!!Number!!Margin of Error,,±212
Census Tract 41.03; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,128"
Census Tract 41.03; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±212
Census Tract 41.03; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"56,000"
Census Tract 41.03; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±6,091"
Census Tract 41.04; Fayette County; Kentucky!!Number!!Estimate,,"1,906"
Census Tract 41.04; Fayette County; Kentucky!!Number!!Margin of Error,,±224
Census Tract 41.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,906"
Census Tract 41.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±224
Census Tract 41.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"44,703"
Census Tract 41.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,752"
Census Tract 41.05; Fayette County; Kentucky!!Number!!Estimate,,"2,147"
Census Tract 41.05; Fayette County; Kentucky!!Number!!Margin of Error,,±227
Census Tract 41.05; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,147"
Census Tract 41.05; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±227
Census Tract 41.05; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"100,083"
Census Tract 41.05; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,989"
Census Tract 41.06; Fayette County; Kentucky!!Number!!Estimate,,"1,664"
Census Tract 41.06; Fayette County; Kentucky!!Number!!Margin of Error,,±249
Census Tract 41.06; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,664"
Census Tract 41.06; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±249
Census Tract 41.06; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"112,197"
Census Tract 41.06; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±26,217"
Census Tract 41.07; Fayette County; Kentucky!!Number!!Estimate,,"2,112"
Census Tract 41.07; Fayette County; Kentucky!!Number!!Margin of Error,,±326
Census Tract 41.07; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,112"
Census Tract 41.07; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±326
Census Tract 41.07; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"127,245"
Census Tract 41.07; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±17,548"
Census Tract 42.04; Fayette County; Kentucky!!Number!!Estimate,,"2,273"
Census Tract 42.04; Fayette County; Kentucky!!Number!!Margin of Error,,±226
Census Tract 42.04; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,273"
Census Tract 42.04; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±226
Census Tract 42.04; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"68,655"
Census Tract 42.04; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±9,691"
Census Tract 42.05; Fayette County; Kentucky!!Number!!Estimate,,"2,626"
Census Tract 42.05; Fayette County; Kentucky!!Number!!Margin of Error,,±255
Census Tract 42.05; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,626"
Census Tract 42.05; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±255
Census Tract 42.05; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"123,424"
Census Tract 42.05; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±24,246"
Census Tract 42.07; Fayette County; Kentucky!!Number!!Estimate,,"1,454"
Census Tract 42.07; Fayette County; Kentucky!!Number!!Margin of Error,,±129
Census Tract 42.07; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,454"
Census Tract 42.07; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±129
Census Tract 42.07; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"140,769"
Census Tract 42.07; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±35,073"
Census Tract 42.08; Fayette County; Kentucky!!Number!!Estimate,,"3,015"
Census Tract 42.08; Fayette County; Kentucky!!Number!!Margin of Error,,±406
Census Tract 42.08; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"3,015"
Census Tract 42.08; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±406
Census Tract 42.08; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"122,121"
Census Tract 42.08; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±10,741"
Census Tract 42.09; Fayette County; Kentucky!!Number!!Estimate,,"1,738"
Census Tract 42.09; Fayette County; Kentucky!!Number!!Margin of Error,,±219
Census Tract 42.09; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"1,738"
Census Tract 42.09; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±219
Census Tract 42.09; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"89,738"
Census Tract 42.09; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±5,549"
Census Tract 42.10; Fayette County; Kentucky!!Number!!Estimate,,"2,056"
Census Tract 42.10; Fayette County; Kentucky!!Number!!Margin of Error,,±209
Census Tract 42.10; Fayette County; Kentucky!!Percent Distribution!!Estimate,,"2,056"
Census Tract 42.10; Fayette County; Kentucky!!Percent Distribution!!Margin of Error,,±209
Census Tract 42.10; Fayette County; Kentucky!!Median income (dollars)!!Estimate,,"86,480"
Census Tract 42.10; Fayette County; Kentucky!!Median income (dollars)!!Margin of Error,,"±19,194"
